asset_id,hostname,environment,application,service_owner,business_unit,status,region,os_type,lifecycle_state
ASSET-000244,search-service-dev-0244.internal,dev,search-service,Platform Engineering,Retail,active,eu-west,linux,active
ASSET-000245,search-service-qa-0245.internal,qa,search-service,Platform Engineering,Retail,maintenance,us-east,windows,active
ASSET-000246,inventory-service-staging-0246.internal,staging,inventory-service,Logistics Team,Logistics,active,us-east,linux,active
ASSET-000247,warehouse-management-qa-0247.internal,qa,warehouse-management,Logistics Team,Logistics,active,us-west,linux,active
ASSET-000248,auth-service-dev-0248.internal,dev,auth-service,Security Team,Platform,active,ap-southeast,linux,active
ASSET-000249,warehouse-management-dev-0249.internal,dev,warehouse-management,Logistics Team,Logistics,active,eu-west,linux,provisioning
ASSET-000250,order-service-prod-0250.internal,prod,order-service,Platform Engineering,Retail,active,us-west,linux,provisioning
ASSET-000251,payment-gateway-qa-0251.internal,qa,payment-gateway,Payments Team,Finance,maintenance,eu-west,linux,active
ASSET-000252,billing-engine-dev-0252.internal,dev,billing-engine,Payments Team,Finance,active,eu-west,windows,active
ASSET-000253,payment-gateway-dev-0253.internal,dev,payment-gateway,Payments Team,Finance,active,us-west,linux,active
ASSET-000254,customer-portal-prod-0254.internal,prod,customer-portal,Customer Experience Team,Retail,active,ap-southeast,linux,deprecated
ASSET-000255,search-service-prod-0255.internal,prod,search-service,Platform Engineering,Retail,active,eu-west,linux,active
ASSET-000256,payment-gateway-prod-0256.internal,prod,payment-gateway,Payments Team,Finance,maintenance,us-east,linux,active
ASSET-000257,recommendation-engine-staging-0257.internal,staging,recommendation-engine,Data Engineering,Retail,maintenance,ap-southeast,windows,active
ASSET-000258,inventory-service-qa-0258.internal,qa,inventory-service,Logistics Team,Logistics,active,us-east,linux,deprecated
ASSET-000259,payment-gateway-qa-0259.internal,qa,payment-gateway,Payments Team,Finance,active,us-east,linux,active
ASSET-000260,analytics-pipeline-dev-0260.internal,dev,analytics-pipeline,Data Engineering,Platform,active,us-west,windows,active
ASSET-000261,warehouse-management-staging-0261.internal,staging,warehouse-management,Logistics Team,Logistics,active,us-west,windows,active
ASSET-000262,payment-gateway-qa-0262.internal,qa,payment-gateway,Payments Team,Finance,active,ap-southeast,linux,active
ASSET-000263,customer-portal-dev-0263.internal,dev,customer-portal,Customer Experience Team,Retail,decommissioned,eu-west,linux,active
ASSET-000264,reporting-dashboard-prod-0264.internal,prod,reporting-dashboard,Data Engineering,Platform,active,us-east,windows,active
ASSET-000265,api-gateway-qa-0265.internal,qa,api-gateway,SRE Team,Platform,active,us-west,linux,deprecated
ASSET-000266,analytics-pipeline-dev-0266.internal,dev,analytics-pipeline,Data Engineering,Platform,active,ap-southeast,windows,active
ASSET-000267,auth-service-dev-0267.internal,dev,auth-service,Security Team,Platform,active,eu-west,linux,active
ASSET-000268,notification-service-prod-0268.internal,prod,notification-service,Platform Engineering,Platform,maintenance,eu-west,windows,active
ASSET-000269,search-service-prod-0269.internal,prod,search-service,Platform Engineering,Retail,active,eu-west,linux,active
ASSET-000270,analytics-pipeline-qa-0270.internal,qa,analytics-pipeline,Data Engineering,Platform,active,eu-west,linux,deprecated
ASSET-000271,customer-portal-prod-0271.internal,prod,customer-portal,Customer Experience Team,Retail,active,us-east,windows,provisioning
ASSET-000272,order-service-prod-0272.internal,prod,order-service,Platform Engineering,Retail,maintenance,eu-west,windows,active
ASSET-000273,payment-gateway-prod-0273.internal,prod,payment-gateway,Payments Team,Finance,active,eu-west,linux,active
ASSET-000274,api-gateway-prod-0274.internal,prod,api-gateway,SRE Team,Platform,active,us-east,linux,active
ASSET-000275,auth-service-qa-0275.internal,qa,auth-service,Security Team,Platform,active,eu-west,windows,active
ASSET-000276,billing-engine-prod-0276.internal,prod,billing-engine,Payments Team,Finance,active,us-east,linux,deprecated
ASSET-000277,billing-engine-qa-0277.internal,qa,billing-engine,Payments Team,Finance,active,us-east,linux,retired
ASSET-000278,warehouse-management-staging-0278.internal,staging,warehouse-management,Logistics Team,Logistics,active,ap-southeast,linux,active
ASSET-000279,order-service-dev-0279.internal,dev,order-service,Platform Engineering,Retail,active,us-west,linux,active
ASSET-000280,inventory-service-staging-0280.internal,staging,inventory-service,Logistics Team,Logistics,active,us-west,windows,active
ASSET-000281,customer-portal-prod-0281.internal,prod,customer-portal,Customer Experience Team,Retail,active,eu-west,linux,provisioning
ASSET-000282,billing-engine-dev-0282.internal,dev,billing-engine,Payments Team,Finance,active,eu-west,linux,active
ASSET-000283,recommendation-engine-prod-0283.internal,prod,recommendation-engine,Data Engineering,Retail,maintenance,eu-west,linux,provisioning
ASSET-000284,billing-engine-qa-0284.internal,qa,billing-engine,Payments Team,Finance,active,ap-southeast,linux,active
ASSET-000285,auth-service-dev-0285.internal,dev,auth-service,Security Team,Platform,active,eu-west,linux,active
ASSET-000286,api-gateway-dev-0286.internal,dev,api-gateway,SRE Team,Platform,active,us-east,linux,active
ASSET-000287,payment-gateway-prod-0287.internal,prod,payment-gateway,Payments Team,Finance,active,us-east,windows,active
ASSET-000288,analytics-pipeline-qa-0288.internal,qa,analytics-pipeline,Data Engineering,Platform,active,us-west,windows,active
ASSET-000289,analytics-pipeline-dev-0289.internal,dev,analytics-pipeline,Data Engineering,Platform,active,us-west,windows,provisioning
ASSET-000290,billing-engine-staging-0290.internal,staging,billing-engine,Payments Team,Finance,active,us-west,linux,active
ASSET-000291,fraud-detection-dev-0291.internal,dev,fraud-detection,Security Team,Finance,active,us-east,windows,active
ASSET-000292,customer-portal-qa-0292.internal,qa,customer-portal,Customer Experience Team,Retail,active,us-east,linux,active
ASSET-000293,api-gateway-prod-0293.internal,prod,api-gateway,SRE Team,Platform,active,us-east,linux,active
ASSET-000294,customer-portal-staging-0294.internal,staging,customer-portal,Customer Experience Team,Retail,active,ap-southeast,linux,active
ASSET-000295,analytics-pipeline-prod-0295.internal,prod,analytics-pipeline,Data Engineering,Platform,decommissioned,us-west,linux,active
ASSET-000296,billing-engine-qa-0296.internal,qa,billing-engine,Payments Team,Finance,active,ap-southeast,linux,deprecated
ASSET-000297,fraud-detection-prod-0297.internal,prod,fraud-detection,Security Team,Finance,active,us-west,linux,active
ASSET-000298,auth-service-dev-0298.internal,dev,auth-service,Security Team,Platform,active,us-west,windows,active
ASSET-000299,customer-portal-dev-0299.internal,dev,customer-portal,Customer Experience Team,Retail,active,us-west,macos,active
ASSET-000300,order-service-dev-0300.internal,dev,order-service,Platform Engineering,Retail,active,ap-southeast,linux,active
ASSET-000301,notification-service-qa-0301.internal,qa,notification-service,Platform Engineering,Platform,decommissioned,eu-west,windows,active
ASSET-000302,fraud-detection-staging-0302.internal,staging,fraud-detection,Security Team,Finance,active,us-east,windows,active
ASSET-000303,order-service-staging-0303.internal,staging,order-service,Platform Engineering,Retail,active,us-west,linux,active
ASSET-000304,reporting-dashboard-dev-0304.internal,dev,reporting-dashboard,Data Engineering,Platform,active,ap-southeast,macos,provisioning
ASSET-000305,analytics-pipeline-dev-0305.internal,dev,analytics-pipeline,Data Engineering,Platform,active,us-east,windows,deprecated
ASSET-000306,payment-gateway-staging-0306.internal,staging,payment-gateway,Payments Team,Finance,active,ap-southeast,linux,provisioning
ASSET-000307,customer-portal-prod-0307.internal,prod,customer-portal,Customer Experience Team,Retail,maintenance,ap-southeast,linux,active
ASSET-000308,analytics-pipeline-dev-0308.internal,dev,analytics-pipeline,Data Engineering,Platform,active,us-east,linux,active
ASSET-000309,customer-portal-dev-0309.internal,dev,customer-portal,Customer Experience Team,Retail,active,eu-west,windows,active
ASSET-000310,inventory-service-dev-0310.internal,dev,inventory-service,Logistics Team,Logistics,active,eu-west,linux,active
ASSET-000311,search-service-qa-0311.internal,qa,search-service,Platform Engineering,Retail,active,ap-southeast,linux,active
ASSET-000312,recommendation-engine-dev-0312.internal,dev,recommendation-engine,Data Engineering,Retail,active,ap-southeast,linux,active
ASSET-000313,inventory-service-dev-0313.internal,dev,inventory-service,Logistics Team,Logistics,active,us-east,linux,active
ASSET-000314,customer-portal-staging-0314.internal,staging,customer-portal,Customer Experience Team,Retail,active,us-west,linux,active
ASSET-000315,shipping-tracker-dev-0315.internal,dev,shipping-tracker,Logistics Team,Logistics,active,ap-southeast,windows,deprecated
ASSET-000316,search-service-qa-0316.internal,qa,search-service,Platform Engineering,Retail,maintenance,us-west,linux,active
ASSET-000317,recommendation-engine-dev-0317.internal,dev,recommendation-engine,Data Engineering,Retail,active,us-east,windows,provisioning
ASSET-000318,recommendation-engine-prod-0318.internal,prod,recommendation-engine,Data Engineering,Retail,active,eu-west,linux,active
ASSET-000319,api-gateway-qa-0319.internal,qa,api-gateway,SRE Team,Platform,maintenance,us-east,linux,active
ASSET-000320,warehouse-management-dev-0320.internal,dev,warehouse-management,Logistics Team,Logistics,active,us-east,linux,provisioning
ASSET-000321,customer-portal-dev-0321.internal,dev,customer-portal,Customer Experience Team,Retail,active,ap-southeast,linux,active
ASSET-000322,inventory-service-staging-0322.internal,staging,inventory-service,Logistics Team,Logistics,maintenance,us-east,windows,active
ASSET-000323,search-service-prod-0323.internal,prod,search-service,Platform Engineering,Retail,active,ap-southeast,windows,active
ASSET-000324,reporting-dashboard-dev-0324.internal,dev,reporting-dashboard,Data Engineering,Platform,active,us-east,linux,active
ASSET-000325,api-gateway-dev-0325.internal,dev,api-gateway,SRE Team,Platform,active,us-east,windows,active
ASSET-000326,shipping-tracker-dev-0326.internal,dev,shipping-tracker,Logistics Team,Logistics,active,eu-west,windows,active
ASSET-000327,shipping-tracker-staging-0327.internal,staging,shipping-tracker,Logistics Team,Logistics,active,us-east,linux,active
ASSET-000328,order-service-prod-0328.internal,prod,order-service,Platform Engineering,Retail,active,us-west,linux,active
ASSET-000329,payment-gateway-qa-0329.internal,qa,payment-gateway,Payments Team,Finance,active,us-west,windows,active
ASSET-000330,analytics-pipeline-dev-0330.internal,dev,analytics-pipeline,Data Engineering,Platform,active,eu-west,windows,active
ASSET-000331,analytics-pipeline-prod-0331.internal,prod,analytics-pipeline,Data Engineering,Platform,active,us-west,linux,active
ASSET-000332,notification-service-staging-0332.internal,staging,notification-service,Platform Engineering,Platform,active,us-east,linux,active
ASSET-000333,customer-portal-dev-0333.internal,dev,customer-portal,Customer Experience Team,Retail,active,us-east,linux,deprecated
ASSET-000334,fraud-detection-dev-0334.internal,dev,fraud-detection,Security Team,Finance,active,us-east,linux,retired
ASSET-000335,auth-service-qa-0335.internal,qa,auth-service,Security Team,Platform,active,us-east,linux,active
ASSET-000336,fraud-detection-prod-0336.internal,prod,fraud-detection,Security Team,Finance,decommissioned,eu-west,linux,active
ASSET-000337,api-gateway-staging-0337.internal,staging,api-gateway,SRE Team,Platform,maintenance,us-west,linux,deprecated
ASSET-000338,customer-portal-staging-0338.internal,staging,customer-portal,Customer Experience Team,Retail,active,us-east,linux,active
ASSET-000339,shipping-tracker-prod-0339.internal,prod,shipping-tracker,Logistics Team,Logistics,active,us-west,linux,active
ASSET-000340,api-gateway-dev-0340.internal,dev,api-gateway,SRE Team,Platform,active,eu-west,linux,provisioning
ASSET-000341,search-service-dev-0341.internal,dev,search-service,Platform Engineering,Retail,maintenance,us-west,linux,active
ASSET-000342,customer-portal-dev-0342.internal,dev,customer-portal,Customer Experience Team,Retail,active,us-west,windows,active
ASSET-000343,search-service-prod-0343.internal,prod,search-service,Platform Engineering,Retail,active,eu-west,windows,provisioning
ASSET-000344,billing-engine-qa-0344.internal,qa,billing-engine,Payments Team,Finance,active,eu-west,linux,active
ASSET-000345,reporting-dashboard-dev-0345.internal,dev,reporting-dashboard,Data Engineering,Platform,active,eu-west,windows,active
ASSET-000346,shipping-tracker-dev-0346.internal,dev,shipping-tracker,Logistics Team,Logistics,active,us-west,windows,provisioning
ASSET-000347,api-gateway-staging-0347.internal,staging,api-gateway,SRE Team,Platform,active,us-west,linux,active
ASSET-000348,api-gateway-staging-0348.internal,staging,api-gateway,SRE Team,Platform,decommissioned,ap-southeast,macos,provisioning
ASSET-000349,payment-gateway-staging-0349.internal,staging,payment-gateway,Payments Team,Finance,active,ap-southeast,linux,deprecated
ASSET-000350,payment-gateway-dev-0350.internal,dev,payment-gateway,Payments Team,Finance,active,us-east,linux,retired
ASSET-000351,billing-engine-prod-0351.internal,prod,billing-engine,Payments Team,Finance,active,ap-southeast,windows,active
ASSET-000352,order-service-prod-0352.internal,prod,order-service,Platform Engineering,Retail,active,ap-southeast,linux,active
ASSET-000353,customer-portal-staging-0353.internal,staging,customer-portal,Customer Experience Team,Retail,active,ap-southeast,linux,active
ASSET-000354,auth-service-staging-0354.internal,staging,auth-service,Security Team,Platform,active,us-west,linux,provisioning
