incident_id,service,severity,status,opened_at,resolved_at,summary,root_cause
INC-000151,inventory-service,SEV3,resolved,2024-04-26 20:43:31,2024-04-27 06:31:08.195049460,Incident on inventory-service triggered by an unhandled exception in a new code path.,A memory leak introduced in the previous release caused gradual degradation.
INC-000152,payment-gateway,SEV3,resolved,2025-12-13 05:08:04,2025-12-13 14:11:03.796701220,Incident on payment-gateway triggered by elevated traffic beyond provisioned capacity.,Insufficient connection pool sizing for peak load.
INC-000153,notification-service,SEV4,resolved,2025-12-16 23:13:30,2025-12-17 06:30:36.229574040,Incident on notification-service triggered by a memory leak in a recent release.,A credential rotation job failed silently.
INC-000154,search-service,SEV4,resolved,2025-11-12 04:15:04,2025-11-12 04:30:08.087074660,Incident on search-service triggered by network partition between regions.,Insufficient connection pool sizing for peak load.
INC-000155,warehouse-management,SEV3,resolved,2025-08-11 12:17:12,2025-08-11 14:35:04.625862678,Incident on warehouse-management triggered by a memory leak in a recent release.,Capacity was not scaled ahead of a known traffic event.
INC-000156,recommendation-engine,SEV3,resolved,2024-10-27 04:42:17,2024-10-27 08:35:37.683435884,Incident on recommendation-engine triggered by a misconfigured deployment.,A credential rotation job failed silently.
INC-000157,inventory-service,SEV4,resolved,2025-07-11 00:54:33,2025-07-11 10:07:08.082870324,Incident on inventory-service triggered by an expired credential.,A memory leak introduced in the previous release caused gradual degradation.
INC-000158,payment-gateway,SEV3,resolved,2025-07-08 04:37:31,2025-07-08 09:44:05.605536826,Incident on payment-gateway triggered by an unhandled exception in a new code path.,An upstream dependency exceeded its SLA during a regional failover.
INC-000159,auth-service,SEV4,resolved,2024-05-13 05:34:54,2024-05-13 14:20:05.770432110,Incident on auth-service triggered by elevated traffic beyond provisioned capacity.,A memory leak introduced in the previous release caused gradual degradation.
INC-000160,inventory-service,SEV3,resolved,2025-07-25 23:44:32,2025-07-26 00:52:16.854164174,Incident on inventory-service triggered by elevated traffic beyond provisioned capacity.,A credential rotation job failed silently.
INC-000161,reporting-dashboard,SEV4,mitigated,2024-06-17 10:19:37,2024-06-17 11:45:40.459754956,Incident on reporting-dashboard triggered by a misconfigured deployment.,A configuration change was deployed without a canary rollout.
INC-000162,fraud-detection,SEV2,mitigated,2024-10-21 18:51:40,2024-10-21 19:09:20.588529544,Incident on fraud-detection triggered by a memory leak in a recent release.,Capacity was not scaled ahead of a known traffic event.
INC-000163,warehouse-management,SEV2,resolved,2024-12-29 08:04:36,2024-12-29 09:13:26.581929360,Incident on warehouse-management triggered by a memory leak in a recent release.,A credential rotation job failed silently.
INC-000164,notification-service,SEV4,mitigated,2024-12-03 04:49:34,2024-12-03 06:55:08.024003506,Incident on notification-service triggered by a memory leak in a recent release.,An upstream dependency exceeded its SLA during a regional failover.
INC-000165,shipping-tracker,SEV2,resolved,2024-12-16 10:38:18,2024-12-16 19:33:18.610375824,Incident on shipping-tracker triggered by an unhandled exception in a new code path.,A credential rotation job failed silently.
INC-000166,shipping-tracker,SEV3,mitigated,2025-11-22 20:39:15,2025-11-22 23:19:00.377252256,Incident on shipping-tracker triggered by an expired credential.,Insufficient connection pool sizing for peak load.
INC-000167,billing-engine,SEV4,resolved,2024-01-18 17:32:38,2024-01-19 01:06:23.879973032,Incident on billing-engine triggered by an unhandled exception in a new code path.,Capacity was not scaled ahead of a known traffic event.
INC-000168,payment-gateway,SEV4,resolved,2025-04-23 13:31:36,2025-04-23 13:58:38.692689024,Incident on payment-gateway triggered by elevated traffic beyond provisioned capacity.,Capacity was not scaled ahead of a known traffic event.
INC-000169,warehouse-management,SEV4,mitigated,2024-09-09 20:18:43,2024-09-10 00:37:40.362186772,Incident on warehouse-management triggered by a downstream dependency timeout.,A credential rotation job failed silently.
INC-000170,search-service,SEV2,resolved,2025-02-12 05:42:36,2025-02-12 15:26:49.833197304,Incident on search-service triggered by elevated traffic beyond provisioned capacity.,Capacity was not scaled ahead of a known traffic event.
INC-000171,notification-service,SEV4,resolved,2025-11-06 20:29:36,2025-11-07 04:53:32.038486260,Incident on notification-service triggered by an expired credential.,Capacity was not scaled ahead of a known traffic event.
INC-000172,notification-service,SEV3,resolved,2024-02-10 15:13:40,2024-02-10 18:12:37.403297764,Incident on notification-service triggered by database connection pool exhaustion.,A credential rotation job failed silently.
INC-000173,reporting-dashboard,SEV2,resolved,2024-11-09 20:54:36,2024-11-09 23:33:52.710876168,Incident on reporting-dashboard triggered by an expired credential.,Insufficient connection pool sizing for peak load.
INC-000174,order-service,SEV4,resolved,2024-05-13 08:36:24,2024-05-13 08:55:35.244868620,Incident on order-service triggered by network partition between regions.,Insufficient connection pool sizing for peak load.
INC-000175,order-service,SEV4,resolved,2025-02-13 17:58:34,2025-02-13 20:11:17.954464024,Incident on order-service triggered by a memory leak in a recent release.,A configuration change was deployed without a canary rollout.
INC-000176,recommendation-engine,SEV3,resolved,2024-12-12 02:05:23,2024-12-12 07:06:51.821539712,Incident on recommendation-engine triggered by an expired credential.,A configuration change was deployed without a canary rollout.
INC-000177,warehouse-management,SEV3,mitigated,2024-04-11 00:41:41,2024-04-11 09:24:28.778385152,Incident on warehouse-management triggered by an expired credential.,A memory leak introduced in the previous release caused gradual degradation.
INC-000178,recommendation-engine,SEV4,resolved,2024-06-16 11:03:26,2024-06-16 16:06:27.478929320,Incident on recommendation-engine triggered by a misconfigured deployment.,A configuration change was deployed without a canary rollout.
INC-000179,notification-service,SEV2,resolved,2024-05-06 03:51:16,2024-05-06 05:38:46.912996252,Incident on notification-service triggered by a downstream dependency timeout.,A configuration change was deployed without a canary rollout.
INC-000180,billing-engine,SEV4,resolved,2025-05-22 23:38:04,2025-05-23 06:51:19.227036814,Incident on billing-engine triggered by a memory leak in a recent release.,Capacity was not scaled ahead of a known traffic event.
INC-000181,customer-portal,SEV4,mitigated,2025-07-22 18:04:44,2025-07-23 00:57:04.211658476,Incident on customer-portal triggered by a downstream dependency timeout.,A configuration change was deployed without a canary rollout.
INC-000182,shipping-tracker,SEV3,resolved,2025-06-21 13:20:54,2025-06-21 22:14:36.457255266,Incident on shipping-tracker triggered by elevated traffic beyond provisioned capacity.,An upstream dependency exceeded its SLA during a regional failover.
INC-000183,search-service,SEV4,resolved,2024-04-02 19:40:33,2024-04-03 02:08:47.430479286,Incident on search-service triggered by database connection pool exhaustion.,A configuration change was deployed without a canary rollout.
INC-000184,billing-engine,SEV4,resolved,2025-04-22 11:58:28,2025-04-22 20:54:02.216887684,Incident on billing-engine triggered by database connection pool exhaustion.,Capacity was not scaled ahead of a known traffic event.
INC-000185,fraud-detection,SEV3,resolved,2024-05-08 11:47:06,2024-05-08 13:52:55.509220926,Incident on fraud-detection triggered by elevated traffic beyond provisioned capacity.,A credential rotation job failed silently.
INC-000186,payment-gateway,SEV2,resolved,2025-03-26 13:56:04,2025-03-26 17:40:19.737290553,Incident on payment-gateway triggered by elevated traffic beyond provisioned capacity.,A memory leak introduced in the previous release caused gradual degradation.
INC-000187,payment-gateway,SEV2,resolved,2025-04-18 01:56:35,2025-04-18 05:06:52.724381936,Incident on payment-gateway triggered by an expired credential.,Capacity was not scaled ahead of a known traffic event.
INC-000188,fraud-detection,SEV4,resolved,2024-09-29 16:47:45,2024-09-29 23:58:54.502086240,Incident on fraud-detection triggered by database connection pool exhaustion.,A configuration change was deployed without a canary rollout.
INC-000189,recommendation-engine,SEV3,mitigated,2024-07-11 12:19:30,2024-07-11 17:13:22.195307322,Incident on recommendation-engine triggered by an unhandled exception in a new code path.,Insufficient connection pool sizing for peak load.
INC-000190,customer-portal,SEV2,mitigated,2024-03-28 00:38:47,2024-03-28 02:00:33.142333028,Incident on customer-portal triggered by a misconfigured deployment.,An upstream dependency exceeded its SLA during a regional failover.
INC-000191,shipping-tracker,SEV4,resolved,2025-05-12 06:17:17,2025-05-12 15:04:24.834194252,Incident on shipping-tracker triggered by network partition between regions.,Capacity was not scaled ahead of a known traffic event.
INC-000192,warehouse-management,SEV1,resolved,2025-05-14 11:21:18,2025-05-14 17:04:28.969026978,Incident on warehouse-management triggered by a downstream dependency timeout.,A credential rotation job failed silently.
INC-000193,customer-portal,SEV2,resolved,2025-10-28 18:45:07,2025-10-29 00:13:01.328678302,Incident on customer-portal triggered by an unhandled exception in a new code path.,Insufficient connection pool sizing for peak load.
INC-000194,recommendation-engine,SEV4,mitigated,2025-05-11 17:12:54,2025-05-12 02:17:05.634352830,Incident on recommendation-engine triggered by an expired credential.,An upstream dependency exceeded its SLA during a regional failover.
INC-000195,order-service,SEV4,resolved,2025-05-21 13:24:45,2025-05-21 21:49:32.649862092,Incident on order-service triggered by network partition between regions.,A configuration change was deployed without a canary rollout.
INC-000196,customer-portal,SEV4,resolved,2024-06-13 12:15:43,2024-06-13 13:23:16.656466186,Incident on customer-portal triggered by a downstream dependency timeout.,Capacity was not scaled ahead of a known traffic event.
INC-000197,payment-gateway,SEV4,open,2024-04-21 19:18:52,,Incident on payment-gateway triggered by network partition between regions.,
INC-000198,recommendation-engine,SEV3,resolved,2025-10-06 01:35:47,2025-10-06 03:20:21.795019124,Incident on recommendation-engine triggered by database connection pool exhaustion.,A configuration change was deployed without a canary rollout.
INC-000199,notification-service,SEV2,resolved,2025-06-15 18:30:51,2025-06-15 18:51:23.661804528,Incident on notification-service triggered by a downstream dependency timeout.,A memory leak introduced in the previous release caused gradual degradation.
INC-000200,reporting-dashboard,SEV4,resolved,2025-11-11 20:06:44,2025-11-11 23:26:21.886182614,Incident on reporting-dashboard triggered by elevated traffic beyond provisioned capacity.,A memory leak introduced in the previous release caused gradual degradation.
INC-000201,warehouse-management,SEV4,resolved,2025-07-26 00:06:40,2025-07-26 09:40:08.677246192,Incident on warehouse-management triggered by an expired credential.,Capacity was not scaled ahead of a known traffic event.
INC-000202,fraud-detection,SEV4,resolved,2025-11-10 15:12:10,2025-11-10 21:49:10.281026608,Incident on fraud-detection triggered by an unhandled exception in a new code path.,An upstream dependency exceeded its SLA during a regional failover.
INC-000203,fraud-detection,SEV2,mitigated,2024-01-08 14:37:52,2024-01-08 23:57:54.759256210,Incident on fraud-detection triggered by a memory leak in a recent release.,Capacity was not scaled ahead of a known traffic event.
